Produção - feijão
Sigla;Código;Município;2017;2018;2019;2020;2021;2022;2023;
PR;4113601;Lobato;0;15;14;0;0;47;80;
PR;4113700;Londrina;275;472;432;432;360;350;;
PR;4113734;Luiziana;150;336;690;540;200;250;700;
PR;4113759;Lunardelli;254;257;185;237;183;35;35;
PR;4113809;Lupionópolis;22;21;22;0;0;;;
PR;4113908;Mallet;4023;2151;4143;2406;3300;2217;2217;
PR;4114005;Mamborê;2976;3075;5107;6540;1284;1550;3300;
PR;4114104;Mandaguaçu;2;2;2;2;2;2;2;
PR;4114203;Mandaguari;39;35;34;45;27;28;15;
PR;4114302;Mandirituba;2010;1570;1166;1324;1329;600;500;
PR;4114351;Manfrinópolis;148;100;165;168;103;150;140;
PR;4114401;Mangueirinha;3320;2375;3281;8550;11610;22400;3700;
PR;4114500;Manoel Ribas;3410;4200;3660;3960;2052;1900;3250;
PR;4114609;Marechal Cândido Rondon;16;8;19;8;0;;;
PR;4114708;Maria Helena;0;0;0;0;0;;;
PR;4114807;Marialva;0;0;1;0;0;5;3;
PR;4114906;Marilândia do Sul;87;0;0;0;36;10;10;
PR;4115002;Marilena;7;7;5;5;3;5;5;
PR;4115101;Mariluz;46;154;110;0;0;;;
PR;4115200;Maringá;0;4;0;0;0;;3;
PR;4115309;Mariópolis;5920;11069;14555;13815;10060;6900;5900;
PR;4115358;Maripá;0;0;54;0;0;;;
PR;4115408;Marmeleiro;3390;2625;2000;1680;544;2550;2540;
PR;4115457;Marquinho;441;235;447;384;246;270;390;
PR;4115507;Marumbi;21;15;22;20;21;14;14;
PR;4115606;Matelândia;76;319;401;65;57;110;25;
PR;4115705;Matinhos;0;0;0;0;0;;;
PR;4115739;Mato Rico;703;612;612;610;1290;600;950;
PR;4115754;Mauá da Serra;160;0;0;174;108;64;70;
PR;4115804;Medianeira;10;24;6;14;9;10;5;
PR;4115853;Mercedes;0;0;0;0;0;;;
PR;4115903;Mirador;0;0;0;0;0;;50;
PR;4116000;Miraselva;14;14;14;14;0;;;
PR;4116059;Missal;18;27;0;0;0;;5;
PR;4116109;Moreira Sales;27;0;0;0;19;;;
PR;4116208;Morretes;5;4;4;4;4;6;6;
PR;4116307;Munhoz de Melo;101;0;0;0;0;;;
PR;4116406;Nossa Senhora das Graças;0;0;0;0;0;;;
PR;4116505;Nova Aliança do Ivaí;0;0;0;1;0;;;
PR;4116604;Nova América da Colina;10;4;1;1;4;1;3;
PR;4116703;Nova Aurora;119;18;0;0;0;;40;
PR;4116802;Nova Cantu;901;1130;1399;286;295;900;700;
PR;4116901;Nova Esperança;3;0;3;4;3;5;5;
PR;4116950;Nova Esperança do Sudoeste;60;90;23;31;37;410;710;
PR;4117008;Nova Fátima;132;65;11;11;10;9;18;
PR;4117057;Nova Laranjeiras;1142;525;1963;1526;903;990;1080;
PR;4117107;Nova Londrina;0;0;0;0;0;;;
PR;4117206;Nova Olímpia;0;0;0;0;0;;;
PR;4117214;Nova Santa Bárbara;2;14;5;5;11;8;4;
PR;4117222;Nova Santa Rosa;0;0;10;10;10;;;
PR;4117255;Nova Prata do Iguaçu;1387;946;1400;1516;286;3050;4000;
PR;4117271;Nova Tebas;1530;1516;1545;1470;270;430;800;
PR;4117297;Novo Itacolomi;13;6;4;8;10;2;35;
PR;4117305;Ortigueira;5635;4400;4370;4040;3860;2400;2175;
PR;4117404;Ourizona;0;0;0;0;0;;1;
PR;4117453;Ouro Verde do Oeste;121;127;157;15;15;;;
PR;4117503;Paiçandu;0;0;1;0;0;;;
PR;4117602;Palmas;1530;1630;860;1170;970;1000;600;
PR;4117701;Palmeira;21650;14595;14560;18870;19931;11140;10640;
PR;4117800;Palmital;816;647;490;468;504;350;530;
PR;4117909;Palotina;0;0;40;0;0;;;
PR;4118006;Paraíso do Norte;0;0;0;1;0;;;
PR;4118105;Paranacity;0;0;0;0;0;;;
PR;4118204;Paranaguá;5;4;4;4;4;4;4;
PR;4118303;Paranapoema;0;0;0;0;0;;;
PR;4118402;Paranavaí;0;0;0;0;0;;;
PR;4118451;Pato Bragado;0;0;0;0;0;;;
PR;4118501;Pato Branco;15475;12850;11616;12150;8650;10600;10100;
PR;4118600;Paula Freitas;2712;3150;1600;1300;2400;1600;1800;
PR;4118709;Paulo Frontin;2120;2820;1865;1450;2280;1300;1000;
PR;4118808;Peabiru;74;0;427;427;427;170;80;
PR;4118857;Perobal;15;5;16;0;0;;;
PR;4118907;Pérola;40;12;31;0;0;;;
PR;4119004;Pérola d'Oeste;292;480;360;880;562;2040;2530;
PR;4119103;Piên;1073;1240;1038;1034;1288;900;540;
PR;4119152;Pinhais;13;14;13;8;8;3;20;
PR;4119202;Pinhalão;985;965;382;188;326;620;520;
PR;4119251;Pinhal de São Bento;46;52;32;30;22;90;370;
PR;4119301;Pinhão;1477;4127;4064;3199;7054;3510;2400;
PR;4119400;Piraí do Sul;11365;8400;9272;9075;8593;5565;4525;
PR;4119509;Piraquara;520;399;401;370;388;128;98;
PR;4119608;Pitanga;4260;4860;4760;6960;2051;3350;1800;
PR;4119657;Pitangueiras;13;7;19;20;7;6;6;
PR;4119707;Planaltina do Paraná;0;0;0;0;0;;19;
PR;4119806;Planalto;568;287;654;300;212;330;550;
PR;4119905;Ponta Grossa;13510;10115;9806;8520;9972;5200;4950;
PR;4119954;Pontal do Paraná;0;0;0;0;0;;;
PR;4120002;Porecatu;0;0;3;0;0;;40;
PR;4120101;Porto Amazonas;2655;948;910;701;1056;520;500;
PR;4120150;Porto Barreiro;1639;1221;2663;3050;1331;1440;1090;
PR;4120200;Porto Rico;0;0;0;35;0;;;
PR;4120309;Porto Vitória;264;450;300;350;350;250;200;
PR;4120333;Prado Ferreira;100;100;100;0;0;;;
PR;4120358;Pranchita;330;240;153;330;498;2020;4520;
PR;4120408;Presidente Castelo Branco;0;0;0;0;0;;;
PR;4120507;Primeiro de Maio;0;0;54;45;0;;;
PR;4120606;Prudentópolis;33330;35100;36302;34236;41670;23620;18800;
PR;4120655;Quarto Centenário;0;0;0;15;1;3;5;
PR;4120705;Quatiguá;543;780;528;348;566;456;486;
PR;4120804;Quatro Barras;229;220;209;195;203;60;55;
PR;4120853;Quatro Pontes;0;0;0;0;0;;;
PR;4120903;Quedas do Iguaçu;2962;2880;5883;3093;1643;2565;2100;
PR;4121000;Querência do Norte;537;114;114;82;12;20;50;
PR;4121109;Quinta do Sol;112;105;134;123;6;150;20;
PR;4121208;Quitandinha;9337;10755;10034;12316;7964;3000;770;
PR;4121257;Ramilândia;108;386;43;30;23;20;10;
PR;4121307;Rancho Alegre;2;0;1;1;0;;;
PR;4121356;Rancho Alegre D'Oeste;0;0;0;0;0;;;
PR;4121406;Realeza;1250;380;2691;1782;1140;3050;3550;
PR;4121505;Rebouças;10099;7049;5276;9099;9108;4100;4850;
PR;4121604;Renascença;16356;10150;12700;6750;8160;7500;9400;
PR;4121703;Reserva;11140;6990;5235;5285;3400;2700;2370;
PR;4121752;Reserva do Iguaçu;596;1506;1359;1060;1637;965;810;
PR;4121802;Ribeirão Claro;1540;1360;908;283;397;275;245;
PR;4121901;Ribeirão do Pinhal;18;0;0;0;0;;103;
PR;4122008;Rio Azul;5623;3897;5932;3933;6849;4568;4568;
PR;4122107;Rio Bom;17;72;25;46;27;11;10;
PR;4122156;Rio Bonito do Iguaçu;4044;3848;7322;5554;3138;4410;3060;
PR;4122172;Rio Branco do Ivaí;172;370;278;250;292;115;115;
PR;4122206;Rio Branco do Sul;387;1112;733;1700;1510;740;350;
PR;4122305;Rio Negro;2635;3643;3848;3850;5312;1780;560;
PR;4122404;Rolândia;0;0;9;10;8;5;5;
PR;4122503;Roncador;4350;2444;2220;1362;820;2050;2500;
PR;4122602;Rondon;3;1;1;1;1;1;1;
PR;4122651;Rosário do Ivaí;225;310;285;285;213;50;50;
PR;4122701;Sabáudia;0;0;0;0;0;;;
PR;4122800;Salgado Filho;392;320;510;450;190;200;200;
PR;4122909;Salto do Itararé;1150;1030;970;385;240;290;255;
PR;4123006;Salto do Lontra;1410;1725;512;1260;720;1820;5030;
PR;4123105;Santa Amélia;6;2;0;0;0;;2;
PR;4123204;Santa Cecília do Pavão;8;15;10;10;6;7;7;
PR;4123303;Santa Cruz de Monte Castelo;8;6;3;6;3;2;2;
PR;4123402;Santa Fé;0;2;0;0;0;60;204;
PR;4123501;Santa Helena;120;84;60;22;21;12;12;
PR;4123600;Santa Inês;47;1;0;93;38;;92;
PR;4123709;Santa Isabel do Ivaí;0;3;3;3;0;;56;
PR;4123808;Santa Izabel do Oeste;760;896;1569;1370;772;2570;3570;
PR;4123824;Santa Lúcia;349;560;252;364;720;400;400;
PR;4123857;Santa Maria do Oeste;585;606;650;850;1157;1450;1450;
PR;4123907;Santa Mariana;57;2;8;8;2;1;4;
PR;4123956;Santa Mônica;6;9;2;2;1;1;1;
PR;4124004;Santana do Itararé;2000;2855;1435;2216;1762;738;608;
PR;4124020;Santa Tereza do Oeste;150;205;346;314;185;100;100;
PR;4124053;Santa Terezinha de Itaipu;6;0;0;6;2;2;;
PR;4124103;Santo Antônio da Platina;512;432;392;288;439;310;556;
PR;4124202;Santo Antônio do Caiuá;0;0;0;0;248;46;125;
PR;4124301;Santo Antônio do Paraíso;39;13;7;7;1;2;2;
PR;4124400;Santo Antônio do Sudoeste;330;346;190;104;124;720;720;
PR;4124509;Santo Inácio;364;19;40;2;6;;95;
PR;4124608;São Carlos do Ivaí;0;0;0;0;0;;;
PR;4124707;São Jerônimo da Serra;50;57;45;45;33;34;35;
PR;4124806;São João;7442;4200;4977;1645;1530;5070;7070;
PR;4124905;São João do Caiuá;0;0;0;0;0;;;
PR;4125001;São João do Ivaí;450;486;284;448;281;70;70;
PR;4125100;São João do Triunfo;6642;3090;3183;2824;3009;1850;1800;
PR;4125209;São Jorge d'Oeste;632;1520;2815;3395;1030;3600;4100;
PR;4125308;São Jorge do Ivaí;0;3;3;0;0;;;
PR;4125357;São Jorge do Patrocínio;14;43;50;36;32;;12;
PR;4125407;São José da Boa Vista;1738;2144;1192;489;1860;1058;470;
PR;4125456;São José das Palmeiras;154;161;193;15;0;2;;
PR;4125506;São José dos Pinhais;891;937;691;775;932;410;362;
PR;4125555;São Manoel do Paraná;1;3;5;5;4;5;5;
PR;4125605;São Mateus do Sul;12445;10530;10700;8720;11800;8500;7500;
PR;4125704;São Miguel do Iguaçu;704;150;69;86;19;15;;
PR;4125753;São Pedro do Iguaçu;13;14;18;35;0;;;
PR;4125803;São Pedro do Ivaí;66;47;49;49;20;15;15;
PR;4125902;São Pedro do Paraná;0;3;3;3;0;;;
PR;4126009;São Sebastião da Amoreira;43;8;6;6;0;;4;
PR;4126108;São Tomé;6;6;6;6;6;6;6;
PR;4126207;Sapopema;48;36;27;55;36;45;52;
PR;4126256;Sarandi;0;0;0;0;12;1;3;
PR;4126272;Saudade do Iguaçu;155;217;194;139;136;260;160;
PR;4126306;Sengés;3717;2412;2430;2715;1960;1200;1225;
PR;4126355;Serranópolis do Iguaçu;0;0;0;0;0;;;
PR;4126405;Sertaneja;139;411;338;338;14;;61;
PR;4126504;Sertanópolis;0;0;0;0;0;;;
PR;4126603;Siqueira Campos;1016;1081;356;236;885;550;625;
PR;4126652;Sulina;2173;463;1040;1304;393;480;2540;
PR;4126678;Tamarana;220;220;220;220;150;100;100;
PR;4126702;Tamboara;0;0;0;0;0;;;
PR;4126801;Tapejara;0;0;0;0;0;;;
PR;4126900;Tapira;5;0;0;0;0;;;
PR;4127007;Teixeira Soares;10165;7260;9656;11762;13981;6050;4550;
PR;4127106;Telêmaco Borba;17;24;14;22;15;10;10;
PR;4127205;Terra Boa;15;10;10;10;10;10;10;
PR;4127304;Terra Rica;21;12;11;6;5;;;
PR;4127403;Terra Roxa;0;0;48;0;0;;;
PR;4127502;Tibagi;26760;20230;21100;18350;16560;11400;11100;
PR;4127601;Tijucas do Sul;2311;2228;2386;2598;2108;850;650;
PR;4127700;Toledo;1585;840;1040;240;1200;;20;
PR;4127809;Tomazina;1238;1070;557;281;1271;1015;735;
PR;4127858;Três Barras do Paraná;3705;5800;5528;2820;5701;3000;3000;
PR;4127882;Tunas do Paraná;1321;1537;460;435;470;165;90;
PR;4127908;Tuneiras do Oeste;3;3;3;3;3;3;3;
PR;4127957;Tupãssi;625;260;240;400;1384;;;
PR;4127965;Turvo;1207;1119;1207;1103;1402;1950;1360;
PR;4128005;Ubiratã;280;11;33;10;20;10;;
PR;4128104;Umuarama;16;0;0;0;0;;120;
PR;4128203;União da Vitória;700;540;400;400;405;300;250;
PR;4128302;Uniflor;1;0;0;0;0;;;
PR;4128401;Uraí;59;33;15;15;9;4;17;
PR;4128500;Wenceslau Braz;2500;2688;1800;2436;2664;1405;900;
PR;4128534;Ventania;7240;9409;9409;9562;9613;4590;4590;
PR;4128559;Vera Cruz do Oeste;65;82;244;269;376;60;5;
PR;4128609;Verê;7950;8500;7965;6770;4025;6700;7100;
PR;4128625;Vila Alta;0;0;0;0;0;;;
PR;4128633;Doutor Ulysses;2640;1930;2010;1950;1220;1200;1000;
PR;4128658;Virmond;1392;1199;2125;2037;1230;1485;1030;
PR;4128708;Vitorino;14720;6500;8400;8711;8053;7800;9300;
PR;4128807;Xambrê;0;0;0;0;0;;;
PR;4199919;Assunguy de Cima;;;;;;;;
PR;4199929;Conchas;;;;;;;;
PR;4199939;Palmira;;;;;;;;
PR;4199949;Porto de Cima;;;;;;;;
RJ;3300100;Angra dos Reis;0;0;0;0;0;;;
RJ;3300159;Aperibé;4;4;5;5;5;7;7;
RJ;3300209;Araruama;0;0;0;8;0;6;8;
RJ;3300225;Areal;0;0;0;0;0;1;;
RJ;3300233;Armação dos Búzios;0;0;0;0;0;;;
RJ;3300258;Arraial do Cabo;;;;;;;;
RJ;3300308;Barra do Piraí;5;4;4;5;4;;;
RJ;3300407;Barra Mansa;3;3;1;1;1;1;2;
RJ;3300456;Belford Roxo;0;0;0;0;0;;;
RJ;3300506;Bom Jardim;137;137;127;117;121;106;;
RJ;3300605;Bom Jesus do Itabapoana;3;19;23;26;28;25;25;
RJ;3300704;Cabo Frio;2;5;0;3;0;;;
RJ;3300803;Cachoeiras de Macacu;17;8;801;392;108;92;190;
RJ;3300902;Cambuci;17;17;18;18;18;10;20;
RJ;3300936;Carapebus;4;9;11;4;5;5;5;
RJ;3300951;Comendador Levy Gasparian;0;0;0;0;0;;;
RJ;3301009;Campos dos Goytacazes;0;0;0;0;0;;;
RJ;3301108;Cantagalo;9;9;3;9;9;10;10;
RJ;3301157;Cardoso Moreira;0;0;0;0;12;;;
RJ;3301207;Carmo;4;5;5;6;8;7;;
RJ;3301306;Casimiro de Abreu;19;17;22;30;50;50;115;
RJ;3301405;Conceição de Macabu;0;0;0;0;0;;;
RJ;3301504;Cordeiro;0;0;0;0;0;;;
RJ;3301603;Duas Barras;31;37;21;14;12;7;5;
RJ;3301702;Duque de Caxias;0;0;0;0;0;;;
RJ;3301801;Engenheiro Paulo de Frontin;0;0;0;0;0;;;
RJ;3301850;Guapimirim;10;3;0;0;0;;;
RJ;3301876;Iguaba Grande;0;0;0;0;0;;;
RJ;3301900;Itaboraí;2;2;0;0;0;;;
RJ;3302007;Itaguaí;0;0;0;0;0;;;
RJ;3302056;Italva;44;49;27;28;7;8;20;
RJ;3302106;Itaocara;10;10;2;0;0;;;
RJ;3302205;Itaperuna;14;14;13;11;11;10;9;
RJ;3302254;Itatiaia;0;0;0;0;0;;;
RJ;3302270;Japeri;0;0;0;0;0;;;
RJ;3302304;Laje do Muriaé;0;0;0;0;0;;;
RJ;3302403;Macaé;377;225;222;222;72;74;74;
RJ;3302452;Macuco;2;2;0;0;0;;;
RJ;3302502;Magé;16;16;343;343;18;20;20;
RJ;3302601;Mangaratiba;0;0;0;0;0;;;
RJ;3302700;Maricá;0;0;0;0;0;;;
RJ;3302809;Mendes;0;0;0;0;0;;;
RJ;3302858;Mesquita;0;0;0;0;0;;;
RJ;3302908;Miguel Pereira;0;0;0;0;0;;;
RJ;3303005;Miracema;10;8;0;0;0;;;
RJ;3303104;Natividade;9;9;9;7;10;8;8;
RJ;3303203;Nilópolis;;;;;;;;
RJ;3303302;Niterói;0;0;0;0;0;;;
RJ;3303401;Nova Friburgo;17;10;13;13;11;12;;
RJ;3303500;Nova Iguaçu;0;0;0;0;0;;;
RJ;3303609;Paracambi;0;0;0;0;0;;;
RJ;3303708;Paraíba do Sul;17;14;0;0;0;;;
RJ;3303807;Parati;0;0;0;0;0;;;
RJ;3303856;Paty do Alferes;3;3;3;2;2;1;1;
RJ;3303906;Petrópolis;0;0;0;0;0;;;
RJ;3303955;Pinheiral;0;7;7;6;7;7;6;
RJ;3304003;Piraí;0;0;10;10;10;10;10;
RJ;3304102;Porciúncula;81;18;132;100;64;140;150;
RJ;3304110;Porto Real;60;60;61;10;10;28;;
RJ;3304128;Quatis;7;6;0;0;0;1;;
RJ;3304144;Queimados;0;0;0;0;0;;;
RJ;3304151;Quissamã;80;84;84;55;45;35;;
RJ;3304201;Resende;0;0;0;0;0;;;
RJ;3304300;Rio Bonito;20;15;7;5;5;6;6;
RJ;3304409;Rio Claro;60;53;36;59;59;37;37;
RJ;3304508;Rio das Flores;14;0;24;10;14;13;13;
RJ;3304524;Rio das Ostras;40;49;60;4;31;31;6;
RJ;3304557;Rio de Janeiro;0;0;0;0;0;;;
RJ;3304607;Santa Maria Madalena;23;39;20;17;16;16;10;
RJ;3304706;Santo Antônio de Pádua;12;12;15;15;17;10;4;
RJ;3304755;São Francisco de Itabapoana;120;120;351;120;90;;;
RJ;3304805;São Fidélis;13;0;9;9;6;11;8;
RJ;3304904;São Gonçalo;0;0;0;0;0;;;
RJ;3305000;São João da Barra;0;0;0;0;0;;;
RJ;3305109;São João de Meriti;;;;;;;;
RJ;3305133;São José de Ubá;12;12;12;0;0;;;
RJ;3305158;São José do Vale do Rio Preto;0;0;0;0;0;;;
RJ;3305208;São Pedro da Aldeia;0;0;0;0;0;;;
RJ;3305307;São Sebastião do Alto;8;8;5;4;4;4;2;
RJ;3305406;Sapucaia;0;0;0;0;0;;;
RJ;3305505;Saquarema;0;0;0;0;0;;;
RJ;3305554;Seropédica;0;0;0;0;0;;;
RJ;3305604;Silva Jardim;12;10;0;0;0;;;
RJ;3305703;Sumidouro;0;0;0;0;0;;;
RJ;3305752;Tanguá;4;2;0;70;0;;;
RJ;3305802;Teresópolis;0;0;0;0;0;;;
RJ;3305901;Trajano de Morais;37;26;22;28;29;25;;
RJ;3306008;Três Rios;3;0;0;0;0;;;
RJ;3306107;Valença;26;12;14;21;18;15;10;
RJ;3306156;Varre-Sai;280;285;295;228;206;80;80;
RJ;3306206;Vassouras;0;0;0;0;0;;;
RJ;3306305;Volta Redonda;1;1;1;1;1;1;1;
RJ;3399919;Sâo João Marcos;;;;;;;;
RJ;3399929;São Sebastião do Parahyba;;;;;;;;
RN;2400109;Acari;6;8;66;18;5;70;70;
RN;2400208;Açu;54;77;428;360;60;800;160;
RN;2400307;Afonso Bezerra;43;214;68;179;22;170;136;
RN;2400406;Água Nova;20;70;9;30;30;30;100;
RN;2400505;Alexandria;0;140;30;50;57;210;210;
RN;2400604;Almino Afonso;7;90;48;50;58;100;50;
RN;2400703;Alto do Rodrigues;7;214;50;125;10;240;192;
RN;2400802;Angicos;34;122;300;46;0;190;75;
RN;2400901;Antônio Martins;7;220;100;90;100;325;450;
RN;2401008;Apodi;790;646;656;667;713;569;200;
RN;2401107;Areia Branca;43;39;65;65;88;270;120;
RN;2401206;Arês;30;80;59;60;23;35;35;
RN;2401305;Augusto Severo;170;36;75;114;75;320;160;
RN;2401404;Baía Formosa;12;60;37;42;24;40;40;
RN;2401453;Baraúna;108;175;192;229;118;520;500;
RN;2401503;Barcelona;4;80;120;120;32;80;20;
RN;2401602;Bento Fernandes;3;21;40;16;0;70;60;
RN;2401651;Bodó;105;315;420;36;18;90;135;
RN;2401701;Bom Jesus;27;250;350;315;90;800;420;
RN;2401800;Brejinho;50;23;93;100;45;100;100;
RN;2401859;Caiçara do Norte;0;75;170;84;0;110;110;
RN;2401909;Caiçara do Rio do Vento;1;29;51;90;0;29;25;
RN;2402006;Caicó;6;13;18;9;2;45;27;
RN;2402105;Campo Redondo;11;140;120;73;0;120;120;
RN;2402204;Canguaretama;35;40;28;30;18;20;20;
RN;2402303;Caraúbas;31;180;180;214;100;560;450;
RN;2402402;Carnaúba dos Dantas;10;75;77;27;3;25;45;
RN;2402501;Carnaubais;81;154;668;400;20;300;30;
RN;2402600;Ceará-Mirim;81;225;305;265;202;300;300;
RN;2402709;Cerro Corá;51;450;1200;255;43;850;850;
RN;2402808;Coronel Ezequiel;14;135;150;160;45;240;260;
RN;2402907;Coronel João Pessoa;15;400;75;85;81;150;125;
RN;2403004;Cruzeta;16;40;50;6;8;10;10;
RN;2403103;Currais Novos;1;0;42;35;10;100;100;
RN;2403202;Doutor Severiano;14;350;360;200;184;200;250;
RN;2403251;Parnamirim;4;4;3;3;3;5;5;
RN;2403301;Encanto;24;63;30;40;48;30;80;
RN;2403400;Equador;1;57;53;81;15;145;45;
RN;2403509;Espírito Santo;6;10;14;17;6;12;12;
RN;2403608;Extremoz;15;15;16;15;4;30;160;
RN;2403707;Felipe Guerra;64;90;90;88;87;200;60;
RN;2403756;Fernando Pedroza;20;132;48;48;2;51;27;
RN;2403806;Florânia;9;20;150;84;48;400;400;
RN;2403905;Francisco Dantas;22;45;80;80;76;100;175;
RN;2404002;Frutuoso Gomes;7;90;80;120;77;132;150;
RN;2404101;Galinhos;7;15;50;45;2;25;53;
RN;2404200;Goianinha;90;60;50;50;25;20;20;
RN;2404309;Governador Dix-Sept Rosado;87;225;269;325;142;800;550;
RN;2404408;Grossos;22;90;90;96;21;320;78;
RN;2404507;Guamaré;29;76;350;300;16;400;4200;
RN;2404606;Ielmo Marinho;42;75;125;117;64;300;300;
RN;2404705;Ipanguaçu;44;104;0;120;8;120;24;
RN;2404804;Ipueira;26;95;52;23;3;16;16;
RN;2404853;Itajá;23;56;32;50;8;120;70;
RN;2404903;Itaú;350;572;720;785;498;540;180;
RN;2405009;Jaçanã;14;180;203;192;0;800;800;
RN;2405108;Jandaíra;3;28;160;150;0;250;300;
RN;2405207;Janduís;18;42;56;64;34;165;50;
RN;2405306;Januário Cicco;27;270;400;320;32;1;1;
RN;2405405;Japi;5;160;120;10;0;20;570;
RN;2405504;Jardim de Angicos;7;26;24;25;0;236;295;
RN;2405603;Jardim de Piranhas;6;53;33;6;2;3;5;
RN;2405702;Jardim do Seridó;8;14;53;38;24;100;50;
RN;2405801;João Câmara;13;60;62;56;0;160;200;
RN;2405900;João Dias;4;114;50;60;56;130;120;
RN;2406007;José da Penha;3;300;100;130;123;250;344;
RN;2406106;Jucurutu;30;34;45;10;7;80;32;
RN;2406155;Jundiá;5;8;15;15;14;10;10;
RN;2406205;Lagoa d'Anta;9;136;180;180;8;20;35;
RN;2406304;Lagoa de Pedras;30;30;28;23;45;100;100;
RN;2406403;Lagoa de Velhos;5;60;100;100;14;120;30;
RN;2406502;Lagoa Nova;175;210;450;360;68;800;600;
RN;2406601;Lagoa Salgada;20;30;24;16;20;20;20;
RN;2406700;Lajes;77;196;74;30;0;152;152;
RN;2406809;Lajes Pintadas;10;80;72;20;0;350;700;
RN;2406908;Lucrécia;18;19;25;40;33;110;110;
RN;2407005;Luís Gomes;30;220;50;150;102;220;220;
RN;2407104;Macaíba;60;60;53;60;15;25;500;
RN;2407203;Macau;21;14;27;100;7;135;45;
RN;2407252;Major Sales;38;200;56;60;53;120;120;
RN;2407302;Marcelino Vieira;32;145;150;140;103;150;150;
RN;2407401;Martins;24;128;44;80;59;85;170;
RN;2407500;Maxaranguape;30;30;29;29;29;50;10;
RN;2407609;Messias Targino;27;36;53;68;32;200;150;
RN;2407708;Montanhas;60;30;22;6;9;30;30;
RN;2407807;Monte Alegre;80;80;58;60;23;100;;
RN;2407906;Monte das Gameleiras;18;135;160;158;45;50;50;
RN;2408003;Mossoró;52;700;990;713;378;1000;1000;
RN;2408102;Natal;0;0;0;0;0;;;
RN;2408201;Nísia Floresta;40;40;30;33;16;50;;
RN;2408300;Nova Cruz;10;10;45;45;5;10;10;
RN;2408409;Olho-d'Água do Borges;14;120;157;175;84;500;250;
RN;2408508;Ouro Branco;1;40;35;18;13;90;50;
RN;2408607;Paraná;6;160;170;180;145;290;290;
RN;2408706;Paraú;25;24;75;50;6;80;16;
RN;2408805;Parazinho;15;40;36;37;1;105;105;
RN;2408904;Parelhas;5;105;116;22;40;139;70;
RN;2408953;Rio do Fogo;13;13;13;18;16;33;33;
RN;2409100;Passa e Fica;19;200;248;220;20;50;50;
RN;2409209;Passagem;20;60;20;25;7;50;50;
RN;2409308;Patu;21;105;132;133;62;245;200;
RN;2409332;Santa Maria;7;80;120;120;20;300;400;
RN;2409407;Pau dos Ferros;8;40;93;160;88;500;100;
RN;2409506;Pedra Grande;4;60;31;33;0;300;300;
RN;2409605;Pedra Preta;41;306;306;199;3;160;320;
RN;2409704;Pedro Avelino;15;48;200;105;3;300;30;
RN;2409803;Pedro Velho;50;50;50;50;10;20;50;
RN;2409902;Pendências;53;43;175;500;0;400;400;
RN;2410009;Pilões;2;110;18;35;48;130;130;
RN;2410108;Poço Branco;0;76;106;117;45;400;400;
RN;2410207;Portalegre;14;30;60;70;76;80;80;
RN;2410256;Porto do Mangue;146;16;36;74;80;231;46;
RN;2410306;Presidente Juscelino;18;40;135;120;32;50;98;
RN;2410405;Pureza;123;105;50;52;51;150;150;
RN;2410504;Rafael Fernandes;24;59;15;40;42;150;181;
RN;2410603;Rafael Godeiro;6;23;40;100;40;200;250;
RN;2410702;Riacho da Cruz;18;88;65;80;61;98;130;
RN;2410801;Riacho de Santana;14;111;12;50;11;70;25;
RN;2410900;Riachuelo;7;100;160;160;37;400;240;
RN;2411007;Rodolfo Fernandes;187;248;240;253;116;134;180;
RN;2411056;Tibau;20;69;69;75;8;320;154;
RN;2411106;Ruy Barbosa;4;60;120;120;16;32;10;
RN;2411205;Santa Cruz;8;320;300;150;1;320;1350;
RN;2411403;Santana do Matos;420;446;800;750;0;1470;1350;
RN;2411429;Santana do Seridó;1;10;35;15;15;120;50;
RN;2411502;Santo Antônio;90;100;83;80;20;50;50;
RN;2411601;São Bento do Norte;144;84;125;100;10;100;100;
RN;2411700;São Bento do Trairí;8;120;225;96;1;450;450;
RN;2411809;São Fernando;20;45;28;18;8;80;8;
RN;2411908;São Francisco do Oeste;48;50;40;50;37;85;95;
RN;2412005;São Gonçalo do Amarante;250;250;250;250;60;500;500;
RN;2412104;São João do Sabugi;18;42;73;30;18;160;100;
RN;2412203;São José de Mipibu;0;0;0;0;0;;90;
RN;2412302;São José do Campestre;10;180;400;400;42;100;350;
RN;2412401;São José do Seridó;6;3;70;20;8;30;12;
RN;2412500;São Miguel;80;1000;20;200;182;800;800;
RN;2412559;São Miguel de Touros;1;300;64;320;0;600;600;
RN;2412609;São Paulo do Potengi;13;180;405;405;80;600;400;
RN;2412708;São Pedro;7;140;140;158;24;280;10;
RN;2412807;São Rafael;50;28;125;75;3;12;12;
RN;2412906;São Tomé;4;120;200;200;34;90;60;
RN;2413003;São Vicente;12;23;72;48;8;420;200;
RN;2413102;Senador Elói de Souza;11;225;225;225;40;300;60;
RN;2413201;Senador Georgino Avelino;50;50;43;36;32;40;40;
RN;2413300;Serra de São Bento;11;113;49;120;40;450;400;
RN;2413359;Serra do Mel;1794;2635;4480;3948;2200;6100;900;
