CNES - Recursos Físicos - Ambulatório - Consultórios - Brasil
Clínica Básica por Município
Período:Jul/2024
"Município";"Clínica_Básica"
"520090 AMORINOPOLIS";4
"520110 ANAPOLIS";380
"520120 ANHANGUERA";2
"520130 ANICUNS";13
"520140 APARECIDA DE GOIANIA";352
"520145 APARECIDA DO RIO DOCE";2
"520150 APORE";2
"520160 ARACU";7
"520170 ARAGARCAS";8
"520180 ARAGOIANIA";3
"520215 ARAGUAPAZ";4
"520235 ARENOPOLIS";6
"520250 ARUANA";8
"520260 AURILANDIA";3
"520280 AVELINOPOLIS";1
"520310 BALIZA";5
"520320 BARRO ALTO";9
"520330 BELA VISTA DE GOIAS";27
"520340 BOM JARDIM DE GOIAS";4
"520350 BOM JESUS DE GOIAS";33
"520355 BONFINOPOLIS";6
"520357 BONOPOLIS";2
"520360 BRAZABRANTES";5
"520380 BRITANIA";2
"520390 BURITI ALEGRE";10
"520393 BURITI DE GOIAS";3
"520396 BURITINOPOLIS";3
"520400 CABECEIRAS";6
"520410 CACHOEIRA ALTA";7
"520420 CACHOEIRA DE GOIAS";2
"520425 CACHOEIRA DOURADA";9
"520430 CACU";11
"520440 CAIAPONIA";9
"520450 CALDAS NOVAS";82
"520460 CAMPESTRE DE GOIAS";7
"520465 CAMPINACU";2
"520470 CAMPINORTE";13
"520480 CAMPO ALEGRE DE GOIAS";7
"520485 CAMPO LIMPO DE GOIAS";3
"520490 CAMPOS BELOS";5
"520495 CAMPOS VERDES";3
"520500 CARMO DO RIO VERDE";6
"520505 CASTELANDIA";2
"520510 CATALAO";220
"520520 CATURAI";7
"520530 CAVALCANTE";2
"520540 CERES";71
"520545 CEZARINA";9
"520547 CHAPADAO DO CEU";15
"520549 CIDADE OCIDENTAL";49
"520551 COCALZINHO DE GOIAS";5
"520552 COLINAS DO SUL";2
"520570 CORREGO DO OURO";1
"520580 CORUMBA DE GOIAS";4
"520590 CORUMBAIBA";3
"520620 CRISTALINA";22
"520630 CRISTIANOPOLIS";4
"520640 CRIXAS";18
"520650 CROMINIA";6
"520660 CUMARI";2
"520670 DAMIANOPOLIS";2
"520680 DAMOLANDIA";3
"520690 DAVINOPOLIS";4
"520710 DIORAMA";4
"520725 DOVERLANDIA";3
"520735 EDEALINA";3
"520740 EDEIA";12
"520750 ESTRELA DO NORTE";4
"520753 FAINA";5
"520760 FAZENDA NOVA";6
"520780 FIRMINOPOLIS";8
"520790 FLORES DE GOIAS";7
"520800 FORMOSA";122
"520810 FORMOSO";4
"520815 GAMELEIRA DE GOIAS";5
"520830 DIVINOPOLIS DE GOIAS";6
"520840 GOIANAPOLIS";13
"520860 GOIANESIA";57
"520870 GOIANIA";1036
"520880 GOIANIRA";20
"520890 GOIAS";47
"520910 GOIATUBA";122
"520915 GOUVELANDIA";4
"520920 GUAPO";10
"520929 GUARAITA";1
"520940 GUARANI DE GOIAS";3
"520945 GUARINOS";1
"520960 HEITORAI";4
"520970 HIDROLANDIA";13
"520980 HIDROLINA";6
"520990 IACIARA";9
"520993 INACIOLANDIA";4
"520995 INDIARA";7
"521000 INHUMAS";29
"521010 IPAMERI";45
"521015 IPIRANGA DE GOIAS";2
"521020 IPORA";18
"521030 ISRAELANDIA";3
"521040 ITABERAI";68
"521056 ITAGUARI";3
"521060 ITAGUARU";5
"521080 ITAJA";3
"521090 ITAPACI";14
"521100 ITAPIRAPUA";4
"521120 ITAPURANGA";41
"521130 ITARUMA";6
"521140 ITAUCU";6
"521150 ITUMBIARA";249
"521160 IVOLANDIA";1
"521170 JANDAIA";5
"521180 JARAGUA";33
"521190 JATAI";84
"521200 JAUPACI";2
"521205 JESUPOLIS";2
"521210 JOVIANIA";5
"521220 JUSSARA";26
"521225 LAGOA SANTA";1
"521230 LEOPOLDO DE BULHOES";5
"521250 LUZIANIA";150
"521260 MAIRIPOTABA";4
"521270 MAMBAI";6
"521280 MARA ROSA";9
"521290 MARZAGAO";2
"521295 MATRINCHA";4
"521300 MAURILANDIA";6
"521305 MIMOSO DE GOIAS";2
"521308 MINACU";18
"521310 MINEIROS";92
"521340 MOIPORA";2
"521350 MONTE ALEGRE DE GOIAS";1
"521370 MONTES CLAROS DE GOIAS";4
"521375 MONTIVIDIU";10
"521377 MONTIVIDIU DO NORTE";6
"521380 MORRINHOS";30
"521390 MOSSAMEDES";5
"521400 MOZARLANDIA";14
"521405 MUNDO NOVO";4
"521410 MUTUNOPOLIS";4
"521440 NAZARIO";8
"521450 NEROPOLIS";26
"521460 NIQUELANDIA";70
"521470 NOVA AMERICA";3
"521480 NOVA AURORA";2
"521483 NOVA CRIXAS";6
"521486 NOVA GLORIA";3
"521487 NOVA IGUACU DE GOIAS";1
"521490 NOVA ROMA";2
"521500 NOVA VENEZA";6
"521520 NOVO BRASIL";4
"521523 NOVO GAMA";35
"521525 NOVO PLANALTO";3
"521530 ORIZONA";17
"521540 OURO VERDE DE GOIAS";6
"521550 OUVIDOR";6
"521560 PADRE BERNARDO";16
"521565 PALESTINA DE GOIAS";4
"521570 PALMEIRAS DE GOIAS";25
"521580 PALMELO";1
"521590 PALMINOPOLIS";4
"521600 PANAMA";2
"521630 PARANAIGUARA";13
"521640 PARAUNA";12
"521645 PEROLANDIA";2
"521680 PETROLINA DE GOIAS";8
"521690 PILAR DE GOIAS";1
"521710 PIRACANJUBA";17
"521720 PIRANHAS";10
"521730 PIRENOPOLIS";16
"521740 PIRES DO RIO";31
"521760 PLANALTINA";34
"521770 PONTALINA";16
"521800 PORANGATU";30
"521805 PORTEIRAO";2
"521810 PORTELANDIA";1
"521830 POSSE";21
"521839 PROFESSOR JAMIL";3
"521850 QUIRINOPOLIS";76
"521860 RIALMA";7
"521870 RIANAPOLIS";1
"521878 RIO QUENTE";3
"521880 RIO VERDE";99
"521890 RUBIATABA";13
"521900 SANCLERLANDIA";6
"521910 SANTA BARBARA DE GOIAS";3
"521920 SANTA CRUZ DE GOIAS";5
"521925 SANTA FE DE GOIAS";2
"521930 SANTA HELENA DE GOIAS";27
"521935 SANTA ISABEL";2
"521940 SANTA RITA DO ARAGUAIA";2
"521945 SANTA RITA DO NOVO DESTINO";3
"521950 SANTA ROSA DE GOIAS";3
"521960 SANTA TEREZA DE GOIAS";5
"521970 SANTA TEREZINHA DE GOIAS";5
"521971 SANTO ANTONIO DA BARRA";3
"521973 SANTO ANTONIO DE GOIAS";4
"521975 SANTO ANTONIO DO DESCOBERTO";38
"521980 SAO DOMINGOS";5
"521990 SAO FRANCISCO DE GOIAS";6
"522000 SAO JOAO D'ALIANCA";5
"522005 SAO JOAO DA PARAUNA";2
"522010 SAO LUIS DE MONTES BELOS";30
"522015 SAO LUIZ DO NORTE";6
"522020 SAO MIGUEL DO ARAGUAIA";17
"522026 SAO MIGUEL DO PASSA QUATRO";4
"522028 SAO PATRICIO";1
"522040 SAO SIMAO";19
"522045 SENADOR CANEDO";67
"522050 SERRANOPOLIS";1
"522060 SILVANIA";7
"522068 SIMOLANDIA";1
"522070 SITIO D'ABADIA";2
"522100 TAQUARAL DE GOIAS";5
"522108 TERESINA DE GOIAS";4
"522119 TEREZOPOLIS DE GOIAS";4
"522130 TRES RANCHOS";5
"522140 TRINDADE";110
"522150 TURVANIA";8
"522155 TURVELANDIA";2
"522160 URUACU";28
"522170 URUANA";11
"522180 URUTAI";2
"522185 VALPARAISO DE GOIAS";98
"522190 VARJAO";3
"522200 VIANOPOLIS";3
"522205 VICENTINOPOLIS";10
"522220 VILA BOA";6
"522230 VILA PROPICIO";2
"530010 BRASILIA";2538
"Total";218980
 Fonte: Ministério da Saúde - Cadastro Nacional dos Estabelecimentos de Saúde do Brasil - CNES
 Nota:
 - Os dados relativos ao Cadastro Nacional de Estabelecimentos de Saúde (CNES) exibidos no TABNET referem-se aos registros constantes no Banco de Dados Nacional do CNES com status ATIVO.
 - A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
 
 Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
 De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
 A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
 
